,ws001,ws002,ws003,ws004,ws005,ws006,ws007,ws008,ws009,ws011,ws012,ws013,ws014,ws015,ws016,ws017,ws018,ws019,ws020,ws021,ws022,ws023,ws024,ws025,ws026,ws027,ws028,ws029,ws030,ws031,ws032,ws033,ws034,ws035,ws036,ws037,ws038,ws039,ws040,ws041,ws042,ws043,ws044,ws045,ws046,ws047,ws048,ws049,ws050,ws052,ws053,ws054,ws055,ws056,ws057,ws058,ws059,ws060,ws061,ws062,ws063,ws064,ws065,ws066,ws067,ws068,ws069
10/1/1981 0:00,0,0,0.6375,0,0.6375,0.6375,0.6375,0.6375,0.6375,0.075,3.25,0.8,0,0,3.25,0.075,3.25,3.25,3.25,3.25,0,3.25,3.25,0,0.6375,0.6375,0.6375,0,0,0.2625,1.425,0.225,27.1,0,0,3.25,0,3.25,1.4875,32.85,0,0.6375,0.6375,0,0.6375,0.6375,0.6375,50.8375,0,0,3.25,0,0,0,4.3375,4.85,0.6375,0,10.15,0,0.05,0.4,0,0.025,0.175,0.05,0
10/2/1981 0:00,0,0,0.475,0,0.475,0.475,0.475,0.475,0.475,0,2.3625,0.8,0,0,2.3625,0,2.3625,2.3625,2.3625,2.3625,0,2.3625,2.3625,0,0.475,0.475,0.475,0,0,0,0,0,2.5,0,0,2.3625,0,2.3625,0.9,1.525,0,0.475,0.475,0,0.475,0.475,0.475,1.275,0,0,2.3625,0,0,0,0.0625,0.075,0.475,0,0.0375,0,0,0.0375,0,0,0,0,0
10/3/1981 0:00,0,0,0.375,0,0.375,0.375,0.375,0.375,0.375,0,2.125,0.8,0,0,2.125,0,2.125,2.125,2.125,2.125,0,2.125,2.125,0,0.375,0.375,0.375,0,0,0,0.025,0.025,1.6375,0,0,2.125,0,2.125,0.8125,0.8125,0,0.375,0.375,0,0.375,0.375,0.375,0.05,0,0,2.125,0,0,0,0.125,0.125,0.375,0,0.975,0,0,0,0,0,0,0,0
10/4/1981 0:00,0,0,0.3,0,0.3,0.3,0.3,0.3,0.3,0,2.0125,0.8,0,0,2.0125,0,2.0125,2.0125,2.0125,2.0125,0,2.0125,2.0125,0,0.3,0.3,0.3,0,0,0.0125,0.1,0.025,3.0625,0,0,2.0125,0,2.0125,0.7625,0.7625,0,0.3,0.3,0,0.3,0.3,0.3,0.5375,0,0,2.0125,0,0,0,0.2375,0.2625,0.3,0,1.0125,0,0,0,0,0,0,0,0
10/5/1981 0:00,0,0,0.2125,0,0.2125,0.2125,0.2125,0.2125,0.2125,0,2,0.8,0,0,2,0,2,2,2,2,0,2,2,0,0.2125,0.2125,0.2125,0,0,0,0,0,0.1,0,0,2,0,2,0.7,0.7,0,0.2125,0.2125,0,0.2125,0.2125,0.2125,0,0,0,2,0,0,0,0,0,0.2125,0,0,0,0,0,0,0,0,0,0
10/6/1981 0:00,0,0,0.2,0,0.2,0.2,0.2,0.2,0.2,0,2,0.8,0,0,2,0,2,2,2,2,0,2,2,0,0.2,0.2,0.2,0,0,0,0,0,0,0,0,2,0,2,0.65,0.65,0,0.2,0.2,0,0.2,0.2,0.2,0,0,0,2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0
10/7/1981 0:00,0,0,0.1125,0,0.1125,0.1125,0.1125,0.1125,0.1125,0,2,0.8,0,0,2,0,2,2,2,2,0,2,2,0,0.1125,0.1125,0.1125,0,0,0,0,0,0,0,0,2,0,2,0.6,0.6,0,0.1125,0.1125,0,0.1125,0.1125,0.1125,0,0,0,2,0,0,0,0,0,0.1125,0,0,0,0,0,0,0,0,0,0
10/8/1981 0:00,0,0,0.1,0,0.1,0.1,0.1,0.1,0.1,0,2,0.8,0,0,2,0,2,2,2,2,0,2,2,0,0.1,0.1,0.1,0,0,0,0,0,0,0,0,2,0,2,0.55,0.55,0,0.1,0.1,0,0.1,0.1,0.1,0,0,0,2,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0
10/9/1981 0:00,0,0,0.1,0,0.1,0.1,0.1,0.1,0.1,0,2,0.8,0,0,2,0,2,2,2,2,0,2,2,0,0.1,0.1,0.1,0,0,0,0,0,0,0,0,2,0,2,0.5,0.5,0,0.1,0.1,0,0.1,0.1,0.1,0,0,0,2,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0
10/10/1981 0:00,0,0,0.1,0,0.1,0.1,0.1,0.1,0.1,0,2,0.8,0,0,2,0,2,2,2,2,0,2,2,0,0.1,0.1,0.1,0,0,0,0,0,0,0,0,2,0,2,0.5,0.5,0,0.1,0.1,0,0.1,0.1,0.1,0,0,0,2,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0
10/11/1981 0:00,0,0,0.05,0,0.05,0.05,0.05,0.05,0.05,0,2,0.8,0,0,2,0,2,2,2,2,0,2,2,0,0.05,0.05,0.05,0,0,0,0,0,0.125,0,0,2,0,2,0.4,0.4,0,0.05,0.05,0,0.05,0.05,0.05,0.8875,0,0,2,0,0,0,0.15,0.15,0.05,0,0.025,0,0,0,0,0,0,0,0
10/12/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.8,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.4,0.4,0,0,0,0,0,0,0,0.0375,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/13/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.8,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.4,0.4,0,0,0,0,0,0,0,0.0375,0,0,2,0,0,0,0.0375,0.025,0,0,0,0,0,0,0,0,0,0,0
10/14/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.8,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.3125,0.3125,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/15/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.8,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.3,0.3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/16/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.8,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.3,0.3,0,0,0,0,0,0,0,0.0375,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/17/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.8,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.3,0.3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/18/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.8,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.2375,0.2375,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/19/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.8,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/20/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.8,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/21/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.8,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/22/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.8,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/23/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.8,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/24/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.8,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.175,0.175,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/25/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.8,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.1,0.1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/26/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.8,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.1,0.1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/27/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.8,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.1,0.1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/28/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.7,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0.5375,2.5625,0.45,21.725,0,0,2,0,2,0.1,0.1,0,0,0,0,0,0,0,5.525,0,0,2,0,0,0,0.3875,0.4375,0,0,20.1625,0,0.075,0.025,0,0.025,0.1125,0.075,0
10/29/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.7,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0.0375,0.2,0.025,40.9625,0,0,2,0,2,0.1,0.1,0,0,0,0,0,0,0,7.625,0,0,2,0,0,0,0.4375,0.5,0,0,3.15,0,0,0,0,0,0.0125,0,0
10/30/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.7,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0.0125,0,0,2,0,2,0.1,0.1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/31/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.7,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.1,0.1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/1/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.7,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.1,0.1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/2/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.7,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.1,0.1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/3/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.7,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.1,0.1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/4/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.7,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.1,0.1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/5/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.7,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0.0125,0.0625,0,0.325,0,0,2,0,2,0.1,0.1,0,0,0,0,0,0,0,2.2125,0,0,2,0,0,0,0.2875,0.325,0,0,0.1625,0,0,0,0,0,0,0,0
11/6/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.7,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0.0875,0.0375,3.75,0,0,2,0,2,0.1,0.1,0,0,0,0,0,0,0,2.6,0,0,2,0,0,0,0.375,0.3875,0,0,2.2375,0,0,0,0,0,0,0,0
11/7/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.7,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0.8375,0,0,2,0,2,0.05,0.05,0,0,0,0,0,0,0,0.25,0,0,2,0,0,0,0,0,0,0,0.0125,0,0,0,0,0,0,0,0
11/8/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.7,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/9/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.7,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/10/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.7,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/11/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.7,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0.0125,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/12/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.7,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/13/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.7,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/14/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.7,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0.625,2.6375,0.4375,28.125,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2.7625,0,0,2,0,0,0,0.025,0.0375,0,0,18.9,0,0.075,0.0125,0,0.025,0.125,0.1,0
11/15/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.7,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0.125,0.5625,0.1375,43.7125,0,0,2,0,2,0,0,0,0,0,0,0,0,0,3.25,0,0,2,0,0,0,0,0,0,0,7.075,0,0.025,0,0,0.0125,0.05,0.025,0
11/16/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.7,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0.075,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/17/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.7,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0.025,0.0875,0.075,2.6,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0.2625,0,0,2,0,0,0,0,0,0,0,3.2875,0,0,0,0,0,0,0,0
11/18/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.7,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0.0125,0.0125,5.225,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0.25,0,0,2,0,0,0,0,0,0,0,0.575,0,0,0,0,0,0,0,0
11/19/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.7,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/20/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.7,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/21/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.7,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/22/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.7,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/23/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.7,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/24/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.7,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/25/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.7,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/26/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.7,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0.0125,0.5,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1.175,0,0,0,0,0,0,0,0
11/27/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.7,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0.225,1.275,0.25,30.9125,0,0,2,0,2,0,0,0,0,0,0,0,0,0,14.95,0,0,2,0,0,0,2.4375,2.6375,0,0,11.5375,0,0,0,0,0,0,0,0
11/28/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.7,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0.4125,2.3375,1.15,55.175,0,0,2,0,2,0,0,0,0,0,0.3875,0,0,0,19.475,0.2625,0,2,0,0,0,3.2625,3.575,0,0,44.3125,0,0.0625,0,0,0.025,0.1,0.0625,0
11/29/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.7,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0.075,0.45,0.3625,72.3125,0,0,2,0,2,0,0,0,0,0,0.4625,0,0,0,24.8125,0.575,0,2,0,0,0,0.1625,0.175,0,0,19.325,0,0.0125,0,0,0,0.0375,0.0125,0
11/30/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.7,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0.2125,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.7,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/2/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.7,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/3/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.7,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/4/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.7,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/5/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.7,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.025,0.025,0,0,0,0,0,0,0,0,0,0,0
12/6/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.7,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/7/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.7,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/8/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.7,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/9/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.7,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/10/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.7,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0.1875,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0
12/11/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.7,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/12/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.7,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/13/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.7,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/14/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.7,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/15/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.7,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/16/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.7,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/17/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.7,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0.075,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0
12/18/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.7,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0.05,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0.025,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/19/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.7,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0.325,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0.0625,0,0,2,0,0,0,0,0,0,0,0.225,0,0,0,0,0,0,0,0
12/20/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.7,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0.6125,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0.0125,0,0,2,0,0,0,0.025,0.025,0,0,0.3,0,0,0,0,0,0,0,0
12/21/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.7,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0.0125,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/22/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.7,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/23/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.7,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/24/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.7,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/25/1981 0:00,0,0,0,0,0,0,0,0,0,0,2,0.7,0,0,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
